Date,Time,Duration,From,To
30/03/2017,18:29:24,0:37, 9728 2695, 9245 7401
30/03/2017,18:32:34,4:33, 6253 1148, 4039 2474
30/03/2017,18:43:50,5:14, 4548 9144, 5355 5886
30/03/2017,18:43:56,3:57, 4548 9144, 6264 3127
30/03/2017,18:52:09,21:49, 4951 5123, 9086 0267
30/03/2017,19:01:11,14:07, 6747 9584, 9475 2514
30/03/2017,19:04:01,7:50, 4993 0731, 3392 5596
30/03/2017,19:05:11,6:12, 5355 5886, 9637 4653
30/03/2017,19:17:24,0:41, 9032 8217,778 756 553
30/03/2017,19:23:56,2:29, 4706 2002, 8268 1263
30/03/2017,19:29:20,4:41, 4993 0731, 4086 9086
30/03/2017,19:48:03,18:56, 9038 7042, 6784 5315
30/03/2017,19:53:51,2:21,(020) 4220-464,9539 8768
30/03/2017,19:58:10,15:07, 9090 1446, 4082 0409
30/03/2017,20:00:30,6:40, 6736 6420, 6220 0787
30/03/2017,20:01:58,19:52, 8364 5339, 4546 9342
30/03/2017,20:11:38,6:11, 4064 4131, 8382 5278
30/03/2017,20:14:59,7:38, 4997 5822, 6283 1886
30/03/2017,20:18:59,23:03, 6179 5556, 9876 6057
30/03/2017,20:24:11,13:02, 5396 2270, 4909 2929
30/03/2017,20:37:05,4:44, 6188 7869, 5373 6390
30/03/2017,20:38:14,14:16, 6209 0416,070-614-925
30/03/2017,21:01:36,13:23, 6766 1158,9698 9408
30/03/2017,21:11:19,22:23, 4563 1473,(69) 3233-9809
30/03/2017,21:12:25,13:42, 5722-497, 5358 0061
30/03/2017,21:17:51,3:45, 8453 0899, 9009 1581
30/03/2017,21:28:27,13:58, 8453 0899, 9352 4877
30/03/2017,21:30:22,21:13, 5337 5630,070 7382 8371
30/03/2017,21:37:04,0:43, 3856 1429, 4918 4616
30/03/2017,21:41:44,20:34, 4548 9144, 4993 0731
30/03/2017,21:50:35,20:35, 6188 7869,748 740 934
30/03/2017,22:09:19,0:20, 4997 5822, 6147 8974
30/03/2017,22:18:38,22:11, 8604 2338,484 890 642
30/03/2017,22:18:52,16:38, 5355 5886, 3909 1346
30/03/2017,22:22:32,4:15, 458-936, 9299 9238
30/03/2017,22:24:22,7:54, 9138 6757, 8978 4574
30/03/2017,22:26:48,18:10, 4087 6139, 6677 7742
30/03/2017,22:29:37,12:22, 8364 5339, 3779 8640
30/03/2017,22:33:59,21:49, 4548 9144,(34) 2102-3804
30/03/2017,22:39:24,16:33, 4099 4224, 4081 4450
30/03/2017,22:40:05,22:37,070-612-355, 5367 1416
30/03/2017,22:58:48,17:23, 8604 2338, 6734 8963
30/03/2017,23:01:06,20:29, 4064 4131, 6187 5962
30/03/2017,23:02:51,7:01, 4043 7058, 9295 3141
30/03/2017,23:04:21,18:00, 0586-184, 4592 2402
30/03/2017,23:08:21,3:48, 6687 8036, 5609 0993
30/03/2017,23:13:54,19:51, 9390 7936,0699 275 56 36
30/03/2017,23:14:54,1:17, 4541 9677, 9064 4672
30/03/2017,23:27:09,19:39, 8206 2272, 9986 9428
30/03/2017,23:28:49,12:09, 4532 6723, 6176 0852
30/03/2017,23:35:11,17:23, 4548 9144, 3338 1137
30/03/2017,23:43:02,12:31, 3951 0817, 4924 7296
30/03/2017,23:46:31,16:03, 4920 6309, 6201 2259
30/03/2017,23:56:53,9:10, 9927 2405, 8269 3626
31/03/2017,0:10:08,3:34, 5379 6338, 6729 4050
31/03/2017,0:20:04,8:56, 6263 4851, 3373 3633
31/03/2017,0:21:31,13:06, 2916-513, 5336 6093
31/03/2017,0:32:54,22:14, 9026 7969, 3444 5414
31/03/2017,0:36:31,8:49, 4591 1165, 9272 5146
31/03/2017,0:42:12,20:01, 5329 2569, 4257 9643
31/03/2017,0:47:04,20:43, 6747 9584, 5394 2553
31/03/2017,1:11:45,6:02, 5329 2569, 6764 9685
31/03/2017,1:22:44,1:11, 4557 0333,576 840 258
31/03/2017,1:31:11,23:05, 8453 0899, 9637 4653
31/03/2017,1:32:05,17:00, 8483 9935, 4039 5698
31/03/2017,1:43:21,23:34, 6179 5556, 1038-817
31/03/2017,1:54:14,19:11, 6133 6793, 6789 7602
31/03/2017,2:01:59,16:53, 4706 2002,051-903-437
31/03/2017,2:09:00,10:02, 5632 7446, 6753 3229
31/03/2017,2:10:06,7:28, 9032 8217, 6283 1886
31/03/2017,2:16:21,7:21,9553 6664, 9078 8345
31/03/2017,2:33:24,17:36, 5355 5886, 9637 4653
31/03/2017,2:55:26,14:06, 8207 2803, 6279 8377
31/03/2017,3:07:01,17:18, 4549 6801, 5372 2243
31/03/2017,3:14:44,4:07, 4781 6936, 3306-826
31/03/2017,3:17:17,4:10, 9728 2695, 5394 4165
31/03/2017,3:22:38,11:05, 8206 2272,661 509 110
31/03/2017,3:24:29,6:22, 4090 2240,9945 4257
31/03/2017,3:34:00,22:05, 6644-595, 6272 1175
31/03/2017,3:40:02,5:49, 4981 0056, 9069 1421
31/03/2017,3:48:42,14:42, 5379 0356, 9818 6920
31/03/2017,3:54:04,14:09, 6766 1158, 4572 0615
31/03/2017,4:02:07,6:40, 8453 0899, 8390 5776
31/03/2017,4:07:30,20:44,077 2846 0669, 5318 7219
31/03/2017,4:09:40,19:11, 3253 9904,740 286 001
31/03/2017,4:20:07,10:52, 5355 5886, 4951 5123
31/03/2017,4:22:12,21:00, 6104 3696, 4006 3302
31/03/2017,4:22:17,20:44, 4548 9144, 6264 3127
31/03/2017,4:22:43,6:13, 6282 2216, 5365 9621
31/03/2017,4:28:10,1:19, 9138 6757, 9260 1921
31/03/2017,4:37:38,15:53, 6133 6793, 4927 1500
31/03/2017,4:46:21,8:35, 9138 6757,0699 791 38 05
31/03/2017,4:50:13,5:19, 6687 8036, 8278 6607
31/03/2017,4:50:48,18:50, 8382 0342, 8742 1813
31/03/2017,4:54:23,19:25, 9009 1581, 4250 2463
31/03/2017,5:12:40,12:11, 5329 2569, 8247 6809
31/03/2017,5:14:37,0:29,(36) 560-456, 6706 2575
31/03/2017,5:24:42,4:35, 4548 9144, 3338 1137
31/03/2017,5:30:00,7:33, 4090 2240, 4541 2562
31/03/2017,5:30:22,4:59,772 366 980, 4953 3889
31/03/2017,5:34:05,8:02,744 9149,431 9006
31/03/2017,5:42:56,6:43, 4993 0731, 5332 5901
31/03/2017,5:44:11,8:07, 4559 5377,079 0952 5489
31/03/2017,5:45:04,13:50, 9005 1727, 9377 0618
31/03/2017,6:04:25,4:39, 9090 1446, 6725 3178
31/03/2017,6:04:41,10:33, 3825 1772, 3207 6332
31/03/2017,6:07:59,5:26, 5366 0163, 3485 4476
31/03/2017,6:23:18,4:05, 0586-184, 6702 3866
31/03/2017,6:36:01,23:18, 3093 1976, 8349 5912
31/03/2017,6:49:24,13:30, 4034 6525, 6791 3604
31/03/2017,6:54:04,15:31, 5722-497,9147 4346
31/03/2017,6:57:58,13:05, 8210 6899,9656 7498
31/03/2017,7:01:07,3:31, 5355 5886, 3338 1137
31/03/2017,7:12:29,3:17, 4563 1473, 6760 9692
31/03/2017,7:16:59,20:42, 8453 0899, 3909 1346
31/03/2017,7:20:13,8:39, 5379 0356, 5378 0415
31/03/2017,7:26:52,7:27,031-885-169,9516 8806
31/03/2017,7:28:21,1:38, 3951 0817, 5638 2979
31/03/2017,8:09:57,3:28,385 4503,9328 0058
31/03/2017,8:22:00,9:11, 4045 7441, 4628 4353
31/03/2017,8:27:39,2:57, 8741 0654,0650 814 90 91
31/03/2017,8:37:23,11:19, 5672 7055, 5369 1890
31/03/2017,8:53:13,19:37, 0586-184,(85) 8012-8085
31/03/2017,8:55:48,12:48,741 887 205, 9096 8218
31/03/2017,8:57:21,9:59, 9561 6632, 6712 2161
31/03/2017,9:02:28,11:04, 5312 2919, 4251 2467
31/03/2017,9:03:59,6:56, 4548 9144, 6264 3127
31/03/2017,9:05:54,3:33, 4548 9558,(48) 5233-5439
31/03/2017,9:08:01,15:47, 8223 0115, 5335 3885
31/03/2017,9:11:18,10:13, 5355 5886, 6797 0191
31/03/2017,9:34:14,12:12,(44) 168-687, 4626 5506
31/03/2017,9:39:45,23:03, 4997 5822, 9026 1373
31/03/2017,9:41:45,17:01, 6263 4851, 6751 1360
31/03/2017,9:46:16,0:10, 9811 5291, 4989 1905
31/03/2017,9:47:03,17:49, 5355 5886, 9637 4653
31/03/2017,9:48:17,19:19,322 875 448, 4904 3667
31/03/2017,10:06:45,0:04, 6260 9581, 6234 3629
31/03/2017,10:10:01,4:13, 5307 5230,(52) 815-760
31/03/2017,10:12:58,9:54, 4997 5822,077 0940 9660
31/03/2017,10:15:01,13:36,772 366 980, 9474 2545
31/03/2017,10:15:34,20:14, 5396 2270, 4545 8224
31/03/2017,10:23:37,19:11, 6687 8036, 4982 7967
31/03/2017,10:28:41,12:16, 8768 2711, 9403 4952
31/03/2017,10:34:25,20:15, 4951 5123, 8599 0435
31/03/2017,11:54:34,18:11, 4557 0333, 5366 3226
31/03/2017,12:19:37,3:17, 6271 3536, 6781 2738
31/03/2017,12:22:21,10:53, 9076 6777, 9540 9880
31/03/2017,12:32:29,10:52, 4993 0731, 4548 9144
31/03/2017,12:32:40,2:34, 4544 6892, 6728 9293
31/03/2017,12:33:44,9:35, 4778 3938, 4940 0691
31/03/2017,12:45:04,8:34,(44) 168-687, 6108 1438
31/03/2017,13:05:23,0:51, 6759 4932, 4991 4125
31/03/2017,13:12:40,0:01, 9434 4877, 6100 3033
31/03/2017,13:19:19,13:10, 4993 0731, 6759 4932
31/03/2017,13:36:32,10:32, 6745 9965,9848 1319
31/03/2017,13:36:55,3:38, 6104 3696, 8312 7158
31/03/2017,13:44:03,0:00, 8232 6825, 8797 8039
31/03/2017,13:49:17,20:22, 8483 9935, 9065 2844
31/03/2017,13:57:08,4:12, 4706 2002, 8794 9158
31/03/2017,14:00:19,7:55, 6264 3127, 4053 2082
31/03/2017,14:00:29,7:15, 4993 0731, 5312 2919
31/03/2017,14:02:51,19:49, 2916-513, 8275 7993
31/03/2017,14:26:12,19:52, 9062 6478, 9001 6820
31/03/2017,14:32:00,10:17, 9728 2695, 5333 0501
31/03/2017,14:34:17,10:43, 5632 7446,665 7828
31/03/2017,14:34:52,8:16,746 245 088,72 417 661
31/03/2017,14:43:37,10:32, 5399 5907, 4529 2866
31/03/2017,14:45:02,10:44, 6104 3696,732 497 730
31/03/2017,14:51:58,10:21, 4548 9144, 6264 3127
31/03/2017,15:02:34,3:23, 5341 5091,(30) 575-2160
31/03/2017,15:04:07,13:15, 5355 5886, 9284 7583
31/03/2017,15:05:55,2:53, 6230 9227, 6794 7990
31/03/2017,15:14:22,3:52, 6263 4851, 5398 1363
31/03/2017,15:23:47,22:40, 4059 7191, 9215 3400
31/03/2017,15:24:39,4:10, 6139 0969, 6687 8036
31/03/2017,15:25:01,16:49, 5355 5886, 9034 3254
31/03/2017,15:25:08,10:43, 6792 2681,077 1515 3734
31/03/2017,15:34:11,3:14, 6780 7105, 9245 7401
31/03/2017,15:47:50,6:32, 5337 5630, 6168 7657
31/03/2017,15:52:53,1:41,079 6565 3546, 9619 9588
31/03/2017,16:11:11,4:55, 8769 2498, 5376 1020
31/03/2017,16:17:55,3:23, 4548 9144, 8453 0899
31/03/2017,16:21:13,2:46, 6797 0191, 8308 5634
31/03/2017,16:21:53,13:14, 4563 1473, 4074 9044
31/03/2017,16:43:41,12:54, 4055 3027, 5321 2535
31/03/2017,16:44:36,8:53, 9340 2963, 4932 8081
31/03/2017,16:46:18,12:04, 6797 0191, 8739 2706
31/03/2017,16:57:00,19:23,322 875 448, 4012 6373
31/03/2017,17:02:57,7:39, 4548 9144, 6264 3127
31/03/2017,17:04:51,5:25, 6776 1367, 4903 5822
31/03/2017,17:08:12,22:33, 9637 4653,312 218 157
31/03/2017,17:29:40,10:17, 8206 2272, 5397 1001
31/03/2017,17:39:14,6:20, 4548 9144, 5355 5886
31/03/2017,17:44:54,19:18,0680 772 10 02, 4651 8754
31/03/2017,17:48:44,23:57, 4993 0731, 3338 1137
31/03/2017,17:48:48,15:47, 4557 0333, 5399 3561
31/03/2017,17:54:42,23:31, 4549 6801, 3883 8153
31/03/2017,18:00:15,15:31,070-612-355, 5386 3943
31/03/2017,18:01:17,6:59, 6776 1367, 6276 1611
31/03/2017,18:10:03,10:04, 4548 9144, 5355 5886
31/03/2017,18:15:12,23:05, 6758 0895, 4903 5051
31/03/2017,18:16:06,16:20, 9009 1581, 8346 2845
31/03/2017,18:23:17,13:27, 4034 6525, 3352 8165
31/03/2017,18:30:37,5:33, 9098 1379, 6245 7571
31/03/2017,18:31:23,8:11, 2916-513, 4988 0346
31/03/2017,18:36:28,19:45,(45) 9059-2302, 4030 6613
31/03/2017,18:54:40,1:52, 5355 5886, 9637 4653
31/03/2017,19:04:24,16:14, 9076 6777, 5691 6292
31/03/2017,19:05:33,17:50, 9637 4653, 4038 7345
31/03/2017,19:06:12,5:54, 5380 8256, 5373 1811
31/03/2017,19:17:48,9:52, 6139 0969,0650 175 93 82
31/03/2017,19:28:32,11:48, 9637 4653, 4594 4858
31/03/2017,19:37:48,12:47, 6755 2351, 9030 3470
31/03/2017,19:43:58,16:44, 4557 0333, 9079 6024
31/03/2017,19:48:39,8:01, 8769 2498,0664 725 27 05
31/03/2017,19:50:02,1:11, 5388 7270, 6252 9098
31/03/2017,19:50:18,14:29, 4548 9144, 9001 7773
31/03/2017,19:51:42,21:53, 6263 4851, 9460 2733
31/03/2017,19:54:29,10:03, 4968 7468, 5398 3523
31/03/2017,19:57:23,17:25, 4548 9144, 4993 0731
31/03/2017,20:04:33,14:12, 6115 4546, 6788 7517
31/03/2017,20:08:08,7:45, 9561 6632, 5338 0397
31/03/2017,20:09:27,11:34, 4994 2133, 3223 7863
31/03/2017,20:16:17,15:46, 8304 0846, 5335 9994
31/03/2017,20:20:09,22:31,772 366 980, 5311 6043
31/03/2017,20:23:49,16:38, 9811 5291,0688 717 65 87
31/03/2017,20:27:10,6:14, 9588 0693, 6202 0154
31/03/2017,20:32:34,9:08, 4591 1165, 6122 6991
31/03/2017,20:53:19,6:58, 6260 9581, 9051 4776
31/03/2017,20:57:11,21:24, 6271 3536,78 868 175
31/03/2017,21:05:38,3:01,(67) 6293-6580, 4008 4389
31/03/2017,21:06:35,16:52, 5335 3347, 6750 3105
31/03/2017,21:12:14,22:55, 5355 5886, 6758 0895
31/03/2017,21:33:24,6:57, 5392 5763,079 0834 3569
31/03/2017,21:34:56,14:28, 4993 0731, 6260 9581
31/03/2017,21:43:22,9:10, 9637 4653,070 8472 5555
31/03/2017,21:51:38,16:03, 6263 4851, 5304 0622
31/03/2017,22:01:08,15:36,595 867 461, 6187 3424
31/03/2017,22:04:28,3:39, 4909 8638, 6725 2909
31/03/2017,22:06:53,9:01, 9009 1581,763 571 426
31/03/2017,22:26:50,5:03, 5337 5630, 4988 4623
31/03/2017,22:29:26,14:10, 4673 3624, 5333 2661
31/03/2017,22:31:08,14:42, 4332 4394, 8359 4907
31/03/2017,22:38:27,15:18, 8339 9897,(1) 147-3340
31/03/2017,22:46:34,1:36, 9062 6478,0688 934 09 74
31/03/2017,22:58:41,0:07, 4548 9144, 4993 0731
31/03/2017,23:06:37,3:24, 4034 6525, 6286 6884
31/03/2017,23:08:07,10:11,031-885-169,769 648 795
31/03/2017,23:11:56,10:51, 9637 4653, 4016 7957
31/03/2017,23:28:19,17:22, 4059 7191, 8727 8179
31/03/2017,23:31:11,1:28, 6792 2681, 4505 8735
31/03/2017,23:35:06,21:48, 8604 2338, 4502 4078
31/03/2017,23:38:51,22:38, 5393 8654, 6193 7906
31/03/2017,23:55:35,14:26,077 2846 0669,75 774 994
1/04/2017,0:20:07,13:38,322 875 448, 6145 6179
1/04/2017,0:24:43,7:09, 4993 0731, 9637 4653
1/04/2017,0:25:28,10:32, 4045 7441, 6154 9982
1/04/2017,0:33:17,3:24, 4078 6094,329 5634
1/04/2017,0:35:50,15:54, 3825 1772, 4033 9351
1/04/2017,0:37:53,18:24, 6792 2681, 4015 2632
1/04/2017,0:40:37,17:26, 4548 9144, 5355 5886
1/04/2017,0:40:37,4:46, 6104 3696, 4940 3650
1/04/2017,0:47:08,13:42, 9423 2494, 9121 1088
1/04/2017,0:52:50,2:06, 6763 7171, 4088 5290
1/04/2017,1:02:18,1:25, 9728 2695, 8218 2475
1/04/2017,1:04:46,15:14,620 001 750, 9753 5952
1/04/2017,1:09:57,3:08, 6263 4851, 9342 8961
1/04/2017,1:10:51,10:05, 4947 0783, 5321 4045
1/04/2017,1:15:49,5:43, 4938 6397, 5351 7860
1/04/2017,1:17:39,17:43, 8604 2338, 8734 2709
1/04/2017,1:36:25,16:28, 8304 0846, 8310 5033
1/04/2017,1:52:04,22:30, 4046 8242, 8755 0583
1/04/2017,2:00:49,1:45, 8297 7924, 3754 9034
1/04/2017,2:05:56,3:03, 6797 0191, 4057 3214
1/04/2017,2:06:57,12:23, 6115 4546, 9096 8218
1/04/2017,2:13:53,0:30, 5329 2569,782 1237
1/04/2017,2:21:16,6:01, 5392 5763,(70) 858-8070
1/04/2017,2:33:51,23:06, 8288 0441,(19) 9602-3257
1/04/2017,2:34:26,23:36, 5392 5763, 4076 6562
1/04/2017,2:36:25,11:06, 3951 0817, 9050 9485
1/04/2017,2:52:51,15:05,070-612-355, 4991 2806
1/04/2017,2:53:21,19:24, 4034 6525,041-132-275
1/04/2017,3:10:57,3:05,079 6565 3546,576 840 258
1/04/2017,3:15:53,10:24, 8604 2338, 9080 6970
1/04/2017,3:17:45,23:17, 5327 6013, 8357 8515
1/04/2017,3:18:57,1:13, 9053 0693, 5312 7694
1/04/2017,3:23:52,10:30, 9009 4973, 5379 8782
1/04/2017,3:25:44,5:48, 5355 5886, 9006 6573
1/04/2017,3:27:34,4:20,070-612-355, 5372 1707
1/04/2017,3:37:23,18:41, 9540 5328, 9044 5251
1/04/2017,3:41:30,11:19, 4981 0056, 8259 5843
1/04/2017,3:57:33,9:41, 9423 2494, 5350 9593
1/04/2017,4:04:18,17:51, 8483 9935,456 7233
1/04/2017,4:11:23,18:35, 4541 6689, 4090 8632
1/04/2017,4:41:10,21:10, 5388 7270, 4537 6908
1/04/2017,4:42:41,9:25, 6104 3696,(028) 9969-910
1/04/2017,4:53:28,22:00, 5355 5886, 9424 7518
1/04/2017,5:13:02,0:53, 4055 3027, 6250 1202
1/04/2017,5:19:18,5:19, 6282 2216, 9970 9182
1/04/2017,5:20:19,3:20, 5335 3347, 5351 1236
1/04/2017,5:26:35,20:59,476 9923, 9093 2848
1/04/2017,5:32:23,17:03, 4947 0783, 6159 8449
1/04/2017,5:37:22,13:11, 5310 7569, 4992 8639
1/04/2017,5:38:38,20:52, 5353 3351, 9058 4817
1/04/2017,5:40:55,13:26,575 580 002, 3915 9192
1/04/2017,5:42:24,10:46, 4306 3814, 8255 9455
1/04/2017,5:55:40,2:37, 5355 5886, 9637 4653
1/04/2017,6:37:51,8:04, 8604 2338, 5395 5523
1/04/2017,6:47:13,2:17, 6644-595, 4765-9481
1/04/2017,7:09:25,12:44, 4993 0731, 9076 6777
1/04/2017,7:10:47,7:52,0681 372 82 45, 4552 5732
1/04/2017,7:19:10,6:11,575 580 002, 4059 7990
1/04/2017,7:28:25,0:16, 5372 2009, 9456 6359
1/04/2017,7:39:16,21:39, 5337 5630, 4051 4892
1/04/2017,7:40:20,22:44, 9327 4748, 4925 6648
1/04/2017,8:09:30,10:06, 5632 7446, 6173 0522
1/04/2017,8:10:26,4:16, 4920 6309, 4083 1999
1/04/2017,8:15:28,1:45,(44) 972-345, 4041 5509
1/04/2017,8:29:37,7:29, 9340 2963, 3448 5246
1/04/2017,8:42:37,7:51, 4969 0767, 5329 5264
1/04/2017,8:43:33,5:04, 5399 5907, 6758 8328
1/04/2017,8:47:18,15:54, 4548 9144, 9637 4653
1/04/2017,8:57:25,18:23, 5302 6612, 5315 5622
1/04/2017,9:04:37,5:10,606 306 251, 4033 7841
1/04/2017,9:16:59,3:07, 6755 2351, 5316 3223
1/04/2017,9:17:41,11:05, 6734 7086, 9028 1533
1/04/2017,9:18:33,19:49, 6104 3696, 5314 4486
1/04/2017,9:21:40,16:34, 5335 3347, 5333 1591
1/04/2017,9:28:25,17:44, 4046 8242, 4679 7720
1/04/2017,9:33:56,5:58, 6230 9227, 8777 2514
1/04/2017,9:41:11,18:39, 8769 2498,(56) 518-986
1/04/2017,9:48:23,0:12, 8769 2498, 9026 1328
1/04/2017,9:58:20,11:39, 4548 9144, 9588 0693
1/04/2017,10:04:43,1:35, 4548 9144, 8453 0899
1/04/2017,10:05:44,5:57, 5347 9625, 6734 7027
1/04/2017,10:30:02,7:24, 9069 4660, 9471 3708
1/04/2017,10:34:39,6:42, 8758 3693, 5383 8755
1/04/2017,10:42:45,8:04, 4549 6801, 4945 7633
1/04/2017,10:44:47,12:15, 9637 4653, 6285 4008
1/04/2017,10:45:56,8:50, 4034 6525,775 9122
1/04/2017,10:54:33,8:01, 8453 0899, 9009 1581
1/04/2017,11:03:58,12:56,(028) 9448-858,(027) 6895-056
1/04/2017,11:04:53,10:06, 5391 8979, 4610 3778
1/04/2017,11:06:49,13:59, 4557 0333, 3640 0258
1/04/2017,11:19:49,2:37, 5388 7270, 4569 4229
1/04/2017,11:25:20,19:30, 4548 9144, 6264 3127
1/04/2017,11:38:48,9:44, 9637 4653, 8430 7915
1/04/2017,11:41:49,22:17, 4548 9144, 8453 0899
1/04/2017,11:47:54,2:58, 5302 6612,72 949 201
1/04/2017,11:50:49,10:52, 4548 9144, 4993 0731
1/04/2017,12:07:19,12:39, 6763 7171, 6197 6101
1/04/2017,12:10:45,22:35, 5355 5886, 9637 4653
1/04/2017,12:13:37,2:16, 3093 1976, 6144 4921
1/04/2017,12:14:44,4:30, 4548 9144, 6264 3127
1/04/2017,12:20:34,13:13, 6763 7171, 8890 0050
1/04/2017,12:29:32,9:28, 4548 9144,051-214-839
1/04/2017,12:31:21,16:18, 4993 0731, 8453 0899
1/04/2017,12:36:00,3:49, 4548 9144, 5355 5886
1/04/2017,12:39:35,20:01, 6791 5095, 6210 9900
1/04/2017,12:42:44,20:30, 9352 4877, 4914 6887
1/04/2017,12:47:24,15:33, 6220 8320, 6771 4767
1/04/2017,12:50:26,16:45, 9009 4973,721 588 008
1/04/2017,13:05:21,0:48, 4548 9591, 6130 2348
1/04/2017,13:13:23,9:06, 6759 4932, 8232 6825
1/04/2017,13:21:59,4:19,031-885-169, 8313 3258
1/04/2017,13:48:11,14:35, 3093 1976, 6702 8557
1/04/2017,13:53:55,23:39,0680 772 10 02, 5332 3643
1/04/2017,14:00:52,22:37, 8453 0899, 9675 5904
1/04/2017,14:01:40,10:05, 5329 2569, 6792 8991
1/04/2017,14:31:39,17:39,741 887 205, 4928 9366
1/04/2017,14:40:27,7:55, 4993 0731, 9007 0100
1/04/2017,14:42:01,14:50, 4548 9558, 6703 3261
1/04/2017,14:58:29,17:19,727 692 410, 9007 6939
1/04/2017,15:01:36,20:26,031-443-157, 5387 7717
1/04/2017,15:13:51,3:03,748 625 532, 6701 9789
1/04/2017,15:22:25,8:11, 6104 3696, 9068 4142
1/04/2017,15:39:09,20:58, 4034 6525,077 4829 8277
1/04/2017,15:56:57,9:10, 4549 6801, 4744 9594
1/04/2017,16:11:35,14:35, 6104 3696, 5684 3830
1/04/2017,16:13:43,9:49, 9637 4653, 9931 2678
1/04/2017,16:19:13,4:21, 5355 5886, 3338 1137
1/04/2017,16:21:11,19:27,606 306 251,384 933 222
1/04/2017,16:24:41,13:03, 6126 7308, 3444 5414
1/04/2017,16:28:17,22:05, 9637 4653,0660 342 78 24
1/04/2017,16:32:46,13:31, 8335 7036, 4097 8960
1/04/2017,16:35:32,23:24, 9340 2963, 5316 0199
1/04/2017,16:35:49,16:47, 8335 7036, 9091 2250
1/04/2017,16:37:15,11:56, 9675 5904, 9078 2366
1/04/2017,16:54:46,19:31, 6768 8522, 8729 7031
1/04/2017,16:55:12,13:22, 5355 5886, 9637 4653
1/04/2017,17:41:29,16:26, 9009 1581, 4092 1585
1/04/2017,17:46:31,13:51, 5355 5886, 6702 8557
1/04/2017,17:58:25,1:39, 4548 9144, 6264 3127
1/04/2017,18:18:21,6:58,(36) 560-456, 5379 3477
1/04/2017,18:21:51,10:03, 8483 9935, 5330 8973
1/04/2017,18:31:42,20:00, 6263 4851, 8211 9718
1/04/2017,18:39:52,6:28, 4540 3670, 6776 9003
1/04/2017,18:40:07,19:54, 5345 2494, 8935 7424
1/04/2017,18:46:03,16:56, 7623-7737, 8306 1921
1/04/2017,18:49:09,0:00, 4327 2022, 4097 6815
1/04/2017,18:58:07,11:04, 8310 4765, 8294 5643
1/04/2017,19:05:57,22:50, 6755 2351, 9011 1805
1/04/2017,19:32:14,4:11,9553 6664, 4928 1139
1/04/2017,19:32:31,15:06, 9076 6777, 8278 2035
1/04/2017,19:40:35,11:53, 5365 1688,78 307 537
1/04/2017,19:41:10,5:27, 9001 7773, 4538 8197
1/04/2017,19:51:15,13:17, 8206 2272, 6731 8543
1/04/2017,19:52:35,8:22, 6195 4861, 3264 0369
1/04/2017,20:22:27,12:34, 9477 8972, 6785 5975
1/04/2017,20:24:11,2:24,748 625 532,041-579-321
1/04/2017,20:26:32,18:09, 9098 0929, 8331 5516
1/04/2017,20:55:11,13:29, 8453 0899, 3909 1346
1/04/2017,21:05:45,3:35, 4548 9591, 6721 1020
1/04/2017,21:19:18,13:41, 8335 7036, 6181 9289
1/04/2017,21:30:25,3:07, 6263 4851, 9022 2119
1/04/2017,21:47:58,4:27, 4548 9144, 3338 1137
1/04/2017,21:50:01,18:57, 5672 7055, 9513 6482
1/04/2017,21:54:35,4:38, 4979 8750, 9075 6796
1/04/2017,21:57:42,2:36, 6734 7086, 5362 0434
1/04/2017,22:00:24,16:52, 9927 2405, 8336 1280
1/04/2017,22:00:47,19:15, 4532 6723, 3252-723
1/04/2017,22:06:03,8:09, 6759 4932, 4947 6854
1/04/2017,22:17:24,6:36, 9016 9853, 8286 5835
1/04/2017,22:17:51,8:04, 3825 1772, 4534 9871
1/04/2017,22:20:43,12:59, 5355 5886, 9424 7518
1/04/2017,22:25:52,10:36, 6792 2681,790 1268
1/04/2017,22:35:47,6:01,(45) 9059-2302, 9045 2346
1/04/2017,22:36:57,11:12,476 9923, 4952 1576
1/04/2017,22:45:14,19:53, 4993 0731, 5392 5763
1/04/2017,22:47:06,14:56, 9076 6777, 6234 5114
1/04/2017,22:49:24,7:07, 9637 4653, 4987 3271
1/04/2017,22:55:02,4:19, 9637 4653, 5640 9539
1/04/2017,23:11:21,1:58, 9026 7969, 8362 6269
1/04/2017,23:15:12,1:00, 4947 0783, 4099 6598
1/04/2017,23:26:28,2:12, 3856 1429, 8786 4733
1/04/2017,23:32:09,5:13, 5355 5886, 6209 0416
1/04/2017,23:32:35,16:44, 9728 2695, 5303 5197
1/04/2017,23:37:01,3:13, 5329 2569, 6773 2407
1/04/2017,23:38:28,23:19, 4557 0333, 4212 2104
1/04/2017,23:49:23,21:50, 5337 8923, 4974 0841
1/04/2017,23:51:06,10:15, 4947 0783,(48) 754-637
1/04/2017,23:56:08,7:14,070-852-678,9420 7625
2/04/2017,0:11:11,12:49, 4684 8031, 8234 8451
2/04/2017,0:24:11,18:16, 5366 0163, 4530 4926
2/04/2017,0:31:39,11:58,741 887 205, 5389 5805
2/04/2017,0:42:52,10:23, 8769 2498, 5312 3686
2/04/2017,0:47:09,2:00, 8384 2611, 5382 3002
2/04/2017,0:50:04,4:00, 9098 0929, 4584 8930
2/04/2017,1:00:10,4:25, 4548 9144, 6264 3127
2/04/2017,1:00:41,11:02, 9434 4877, 8762 8219
2/04/2017,1:02:07,19:54, 4540 3670, 9084 5159
